Drug1,Drug2,Cell line,label
AZD6738,AZD4320,SCC-9,0
AZD6738,AZD4320,SH-4,0
AZD6738,AZD4320,SIMA,1
AZD6738,AZD4320,SJSA-1,0
AZD6738,AZD4320,SK-HEP-1,0
AZD6738,AZD4320,SK-LMS-1,0
AZD6738,AZD4320,SK-LU-1,0
AZD6738,AZD4320,SK-MES-1,1
AZD6738,AZD4320,SK-N-AS,0
AZD6738,AZD4320,SK-N-DZ,0
AZD6738,AZD4320,SK-UT-1,1
AZD6738,AZD4320,SN12C,0
AZD6738,AZD4320,SNU-16,1
AZD6738,AZD4320,SNU-398,0
AZD6738,AZD4320,SNU-407,0
AZD6738,AZD4320,SNU-449,0
AZD6738,AZD4320,SNU-C1,0
AZD6738,AZD4320,ST486,0
AZD6738,AZD4320,SU-DHL-10,1
AZD6738,AZD4320,SU-DHL-8,1
AZD6738,AZD4320,SUIT-2,0
AZD6738,AZD4320,SUP-B15,1
AZD6738,AZD4320,SW48,1
AZD6738,AZD4320,SW620,1
AZD6738,AZD4320,SW837,0
AZD6738,AZD4320,SiHa,0
AZD6738,AZD4320,T84,0
AZD6738,AZD4320,T98G,0
AZD6738,AZD4320,TE-10,0
AZD6738,AZD4320,TE-15,0
AZD6738,AZD4320,TE-4,1
AZD6738,AZD4320,TE-9,1
AZD6738,AZD4320,TGBC11TKB,1
AZD6738,AZD4320,TOV-112D,1
AZD6738,AZD4320,UACC-257,0
AZD6738,AZD4320,UACC-62,0
AZD6738,AZD4320,UACC-812,0
AZD6738,AZD4320,WSU-DLCL2,1
AZD6738,AZD4320,YAPC,0
AZD6738,AZD4320,ZR-75-30,0
AZD6738,AZD5153,647-V,1
AZD6738,AZD5153,769-P,1
AZD6738,AZD5153,786-0,1
AZD6738,AZD5153,A2058,1
AZD6738,AZD5153,ACHN,1
AZD6738,AZD5153,AGS,1
AZD6738,AZD5153,AU565,1
AZD6738,AZD5153,AsPC-1,1
AZD6738,AZD5153,B-CPAP,1
AZD6738,AZD5153,BT-474,1
AZD6738,AZD5153,C32,1
AZD6738,AZD5153,CADO-ES1,0
AZD6738,AZD5153,CAL-29,1
AZD6738,AZD5153,CAL-51,1
AZD6738,AZD5153,CAL-78,1
AZD6738,AZD5153,CFPAC-1,1
AZD6738,AZD5153,COLO-678,1
AZD6738,AZD5153,COLO-679,1
AZD6738,AZD5153,COR-L95,0
AZD6738,AZD5153,CW-2,1
AZD6738,AZD5153,Calu-3,1
AZD6738,AZD5153,DAN-G,1
AZD6738,AZD5153,DB,1
AZD6738,AZD5153,DBTRG-05MG,1
AZD6738,AZD5153,Daudi,1
AZD6738,AZD5153,EBC-1,1
AZD6738,AZD5153,EC-GI-10,1
AZD6738,AZD5153,EFM-192A,1
AZD6738,AZD5153,EJM,1
AZD6738,AZD5153,EM-2,1
AZD6738,AZD5153,FTC-133,1
AZD6738,AZD5153,FU97,1
AZD6738,AZD5153,G-402,1
AZD6738,AZD5153,GCIY,1
AZD6738,AZD5153,GCT,1
AZD6738,AZD5153,GDM-1,1
AZD6738,AZD5153,HCC-15,1
AZD6738,AZD5153,HCC-44,1
AZD6738,AZD5153,HCC1187,1
AZD6738,AZD5153,HCC1500,1
AZD6738,AZD5153,HCC1806,1
AZD6738,AZD5153,HCC1954,1
AZD6738,AZD5153,HDLM-2,0
AZD6738,AZD5153,HDQ-P1,1
AZD6738,AZD5153,HH,0
AZD6738,AZD5153,HPAF-II,1
AZD6738,AZD5153,HT-1376,1
AZD6738,AZD5153,HT-144,1
AZD6738,AZD5153,HuH-7,1
AZD6738,AZD5153,IGR-1,1
AZD6738,AZD5153,IGR-37,1
AZD6738,AZD5153,JHH-4,1
AZD6738,AZD5153,JHH-7,1
AZD6738,AZD5153,JIMT-1,1
AZD6738,AZD5153,KARPAS-422,0
AZD6738,AZD5153,KARPAS-620,0
AZD6738,AZD5153,KE-37,1
AZD6738,AZD5153,KMRC-1,1
AZD6738,AZD5153,KMRC-20,1
AZD6738,AZD5153,KP-2,1
AZD6738,AZD5153,KURAMOCHI,1
AZD6738,AZD5153,KYSE-140,0
AZD6738,AZD5153,KYSE-180,1
AZD6738,AZD5153,L-363,0
AZD6738,AZD5153,L-428,1
AZD6738,AZD5153,LAMA-84,1
AZD6738,AZD5153,LN-229,1
AZD6738,AZD5153,LXF-289,1
AZD6738,AZD5153,LoVo,1
AZD6738,AZD5153,ME-1,0
AZD6738,AZD5153,MEG-01,0
AZD6738,AZD5153,MEL-JUSO,1
AZD6738,AZD5153,MG-63,1
AZD6738,AZD5153,MHH-ES-1,1
AZD6738,AZD5153,MKN1,1
AZD6738,AZD5153,MSTO-211H,0
AZD6738,AZD5153,MV-4-11,1
AZD6738,AZD5153,NAMALWA,0
AZD6738,AZD5153,NCI-H1155,1
AZD6738,AZD5153,NCI-H1341,1
AZD6738,AZD5153,NCI-H1435,1
AZD6738,AZD5153,NCI-H1573,1
AZD6738,AZD5153,NCI-H1581,1
AZD6738,AZD5153,NCI-H1650,1
AZD6738,AZD5153,NCI-H1703,1
AZD6738,AZD5153,NCI-H1755,1
AZD6738,AZD5153,NCI-H1781,1
AZD6738,AZD5153,NCI-H1876,1
AZD6738,AZD5153,NCI-H1944,1
AZD6738,AZD5153,NCI-H196,1
AZD6738,AZD5153,NCI-H2052,0
AZD6738,AZD5153,NCI-H2066,0
AZD6738,AZD5153,NCI-H2085,1
AZD6738,AZD5153,NCI-H2170,1
AZD6738,AZD5153,NCI-H226,1
AZD6738,AZD5153,NCI-H2342,1
AZD6738,AZD5153,NCI-H2452,1
AZD6738,AZD5153,NCI-H28,1
AZD6738,AZD5153,NCI-H358,0
AZD6738,AZD5153,NCI-H520,1
AZD6738,AZD5153,NCI-H524,1
AZD6738,AZD5153,NCI-H526,0
AZD6738,AZD5153,NCI-H69,1
AZD6738,AZD5153,NCI-H727,1
AZD6738,AZD5153,NCI-H747,1
AZD6738,AZD5153,NCI-H929,0
AZD6738,AZD5153,NUGC-3,1
AZD6738,AZD5153,NUGC-4,1
AZD6738,AZD5153,OE33,0
AZD6738,AZD5153,OS-RC-2,1
AZD6738,AZD5153,OVCAR-3,1
AZD6738,AZD5153,OVTOKO,1
AZD6738,AZD5153,P12-ICHIKAWA,1
AZD6738,AZD5153,PA-TU-8902,1
AZD6738,AZD5153,PC-3,1
AZD6738,AZD5153,PF-382,1
AZD6738,AZD5153,PSN1,1
AZD6738,AZD5153,RERF-GC-1B,1
AZD6738,AZD5153,RERF-LC-KJ,1
AZD6738,AZD5153,RERF-LC-Sq1,1
AZD6738,AZD5153,RL95-2,1
AZD6738,AZD5153,RPMI-7951,1
AZD6738,AZD5153,RPMI-8226,0
AZD6738,AZD5153,SCC-15,1
AZD6738,AZD5153,SCC-9,1
AZD6738,AZD5153,SF268,1
AZD6738,AZD5153,SK-ES-1,1
AZD6738,AZD5153,SK-HEP-1,0
AZD6738,AZD5153,SK-LU-1,1
AZD6738,AZD5153,SK-MES-1,1
AZD6738,AZD5153,SK-MM-2,0
AZD6738,AZD5153,SK-N-AS,1
AZD6738,AZD5153,SK-UT-1,1
AZD6738,AZD5153,SNU-1,1
AZD6738,AZD5153,SNU-175,1
AZD6738,AZD5153,SNU-61,1
AZD6738,AZD5153,SNU-C5,1
AZD6738,AZD5153,SU-DHL-10,0
AZD6738,AZD5153,SU-DHL-8,1
AZD6738,AZD5153,SUIT-2,1
AZD6738,AZD5153,SW1417,1
AZD6738,AZD5153,SW620,1
AZD6738,AZD5153,Saos-2,1
AZD6738,AZD5153,SiHa,1
AZD6738,AZD5153,TE-1,1
AZD6738,AZD5153,TE-4,1
AZD6738,AZD5153,TE-8,1
AZD6738,AZD5153,TOV-112D,1
AZD6738,AZD5153,TT,1
AZD6738,AZD5153,TT2609-C02,1
AZD6738,AZD5153,UACC-62,1
AZD6738,AZD5153,UACC-812,1
AZD6738,AZD5153,UM-UC-3,1
AZD6738,AZD5153,YAPC,1
AZD6738,AZD5153,ZR-75-30,1
AZD6738,AZD5153,huH-1,1
AZD6738,AZD5991,639-V,1
AZD6738,AZD5991,647-V,1
AZD6738,AZD5991,697,1
AZD6738,AZD5991,8305C,0
AZD6738,AZD5991,8505C,1
AZD6738,AZD5991,A101D,1
AZD6738,AZD5991,A549,1
AZD6738,AZD5991,AGS,1
AZD6738,AZD5991,ALL-SIL,1
AZD6738,AZD5991,AU565,1
AZD6738,AZD5991,AsPC-1,1
AZD6738,AZD5991,B-CPAP,1
AZD6738,AZD5991,BHT-101,1
AZD6738,AZD5991,BT-20,1
AZD6738,AZD5991,BT-474,1
AZD6738,AZD5991,CA46,0
AZD6738,AZD5991,CADO-ES1,1
AZD6738,AZD5991,CAL-120,1
AZD6738,AZD5991,CAL-33,1
AZD6738,AZD5991,CAL-51,1
AZD6738,AZD5991,CAL-54,0
AZD6738,AZD5991,CAMA-1,1
AZD6738,AZD5991,CAS-1,1
AZD6738,AZD5991,CCK-81,1
AZD6738,AZD5991,CHP-212,1
AZD6738,AZD5991,CL-11,1
AZD6738,AZD5991,CML-T1,0
AZD6738,AZD5991,COLO-680N,1
AZD6738,AZD5991,COR-L105,0
AZD6738,AZD5991,COR-L311,1
AZD6738,AZD5991,CW-2,1
AZD6738,AZD5991,Calu-3,1
AZD6738,AZD5991,Calu-6,1
AZD6738,AZD5991,DB,1
AZD6738,AZD5991,DBTRG-05MG,1
AZD6738,AZD5991,DEL,1
AZD6738,AZD5991,DU-145,1
AZD6738,AZD5991,Daoy,1
AZD6738,AZD5991,Daudi,1
AZD6738,AZD5991,ECC10,1
AZD6738,AZD5991,EFM-19,1
AZD6738,AZD5991,EFM-192A,1
AZD6738,AZD5991,EKVX,1
AZD6738,AZD5991,EM-2,1
AZD6738,AZD5991,EPLC-272H,1
AZD6738,AZD5991,FTC-133,1
AZD6738,AZD5991,G-361,1
AZD6738,AZD5991,G-402,1
AZD6738,AZD5991,GCT,1
AZD6738,AZD5991,GDM-1,1
AZD6738,AZD5991,GRANTA-519,1
AZD6738,AZD5991,HCC-15,1
AZD6738,AZD5991,HCC-78,1
AZD6738,AZD5991,HCC1143,1
AZD6738,AZD5991,HCC1500,1
AZD6738,AZD5991,HCC1806,1
AZD6738,AZD5991,HCC1937,1
AZD6738,AZD5991,HCC38,1
AZD6738,AZD5991,HCT-116,1
AZD6738,AZD5991,HCT-15,1
AZD6738,AZD5991,HH,1
AZD6738,AZD5991,HOP-62,1
AZD6738,AZD5991,HOP-92,1
AZD6738,AZD5991,HSC-3,1
AZD6738,AZD5991,HT-1080,1
AZD6738,AZD5991,HT-1197,0
AZD6738,AZD5991,HT-29,1
AZD6738,AZD5991,HT55,1
AZD6738,AZD5991,HeLa,1
AZD6738,AZD5991,IGR-1,1
AZD6738,AZD5991,IGR-37,1
AZD6738,AZD5991,IST-MES1,1
AZD6738,AZD5991,JHH-2,1
AZD6738,AZD5991,JHH-4,1
AZD6738,AZD5991,JHH-6,0
AZD6738,AZD5991,JURL-MK1,1
AZD6738,AZD5991,JVM-3,0
AZD6738,AZD5991,KALS-1,1
AZD6738,AZD5991,KE-37,1
AZD6738,AZD5991,KELLY,1
AZD6738,AZD5991,KG-1,1
AZD6738,AZD5991,KMRC-1,1
AZD6738,AZD5991,KNS-62,1
AZD6738,AZD5991,KP-2,1
AZD6738,AZD5991,KU812,1
AZD6738,AZD5991,KURAMOCHI,1
AZD6738,AZD5991,KYM-1,1
AZD6738,AZD5991,KYSE-180,1
AZD6738,AZD5991,KYSE-270,1
AZD6738,AZD5991,KYSE-410,1
AZD6738,AZD5991,KYSE-70,1
AZD6738,AZD5991,L-1236,1
AZD6738,AZD5991,L-363,0
AZD6738,AZD5991,LAMA-84,0
AZD6738,AZD5991,LCLC-103H,1
AZD6738,AZD5991,LCLC-97TM1,1
AZD6738,AZD5991,LN-229,1
AZD6738,AZD5991,LOU-NH91,1
AZD6738,AZD5991,LXF-289,1
AZD6738,AZD5991,MDA-MB-231,1
AZD6738,AZD5991,MDA-MB-361,1
AZD6738,AZD5991,MDA-MB-415,1
AZD6738,AZD5991,MDST8,1
AZD6738,AZD5991,ME-1,1
AZD6738,AZD5991,MEL-JUSO,1
AZD6738,AZD5991,MFE-296,1
AZD6738,AZD5991,MFE-319,1
AZD6738,AZD5991,MG-63,1
AZD6738,AZD5991,MOLM-13,1
AZD6738,AZD5991,MOLP-8,1
AZD6738,AZD5991,MOLT-13,1
AZD6738,AZD5991,MSTO-211H,1
AZD6738,AZD5991,MV-4-11,1
AZD6738,AZD5991,NCI-H1048,1
AZD6738,AZD5991,NCI-H1299,1
AZD6738,AZD5991,NCI-H1341,1
AZD6738,AZD5991,NCI-H1355,1
AZD6738,AZD5991,NCI-H1568,1
AZD6738,AZD5991,NCI-H1623,1
AZD6738,AZD5991,NCI-H1648,1
AZD6738,AZD5991,NCI-H1666,1
AZD6738,AZD5991,NCI-H1693,1
AZD6738,AZD5991,NCI-H1694,1
AZD6738,AZD5991,NCI-H1793,1
AZD6738,AZD5991,NCI-H1876,1
AZD6738,AZD5991,NCI-H1915,1
AZD6738,AZD5991,NCI-H1975,1
AZD6738,AZD5991,NCI-H2009,1
AZD6738,AZD5991,NCI-H2052,1
AZD6738,AZD5991,NCI-H2087,0
AZD6738,AZD5991,NCI-H209,1
AZD6738,AZD5991,NCI-H2122,1
AZD6738,AZD5991,NCI-H226,1
AZD6738,AZD5991,NCI-H2342,1
AZD6738,AZD5991,NCI-H2347,0
AZD6738,AZD5991,NCI-H28,1
AZD6738,AZD5991,NCI-H3122,1
AZD6738,AZD5991,NCI-H322M,1
AZD6738,AZD5991,NCI-H522,1
AZD6738,AZD5991,NCI-H524,0
AZD6738,AZD5991,NCI-H526,1
AZD6738,AZD5991,NCI-H69,0
AZD6738,AZD5991,NCI-H716,1
AZD6738,AZD5991,NCI-H727,1
AZD6738,AZD5991,NMC-G1,1
AZD6738,AZD5991,NUGC-3,1
AZD6738,AZD5991,NUGC-4,1
AZD6738,AZD5991,OE21,1
AZD6738,AZD5991,OE33,0
AZD6738,AZD5991,OPM-2,1
AZD6738,AZD5991,OVCAR-3,1
AZD6738,AZD5991,OVCAR-4,0
AZD6738,AZD5991,OVCAR-5,0
AZD6738,AZD5991,P12-ICHIKAWA,1
AZD6738,AZD5991,PA-TU-8902,1
AZD6738,AZD5991,PA-TU-8988T,1
AZD6738,AZD5991,PF-382,1
AZD6738,AZD5991,RCC10RGB,1
AZD6738,AZD5991,RCM-1,0
AZD6738,AZD5991,RERF-LC-KJ,1
AZD6738,AZD5991,RERF-LC-Sq1,1
AZD6738,AZD5991,RH-41,1
AZD6738,AZD5991,RMG-I,1
AZD6738,AZD5991,RPMI-7951,1
AZD6738,AZD5991,RPMI-8226,1
AZD6738,AZD5991,RVH-421,1
AZD6738,AZD5991,Raji,1
AZD6738,AZD5991,SBC-5,1
AZD6738,AZD5991,SF268,1
AZD6738,AZD5991,SF539,0
AZD6738,AZD5991,SH-4,1
AZD6738,AZD5991,SK-ES-1,1
AZD6738,AZD5991,SK-HEP-1,1
AZD6738,AZD5991,SK-LMS-1,0
AZD6738,AZD5991,SK-MM-2,0
AZD6738,AZD5991,SK-N-FI,0
AZD6738,AZD5991,SK-OV-3,1
AZD6738,AZD5991,SNU-16,1
AZD6738,AZD5991,SNU-175,1
AZD6738,AZD5991,SNU-387,1
AZD6738,AZD5991,SNU-423,1
AZD6738,AZD5991,SNU-449,1
AZD6738,AZD5991,SNU-61,1
AZD6738,AZD5991,ST486,1
AZD6738,AZD5991,SU-DHL-8,1
AZD6738,AZD5991,SUP-B15,1
AZD6738,AZD5991,SW1116,1
AZD6738,AZD5991,SW1417,0
AZD6738,AZD5991,SW48,0
AZD6738,AZD5991,SW948,1
AZD6738,AZD5991,SiHa,1
AZD6738,AZD5991,TC-71,1
AZD6738,AZD5991,TE-15,0
AZD6738,AZD5991,TE-4,1
AZD6738,AZD5991,TE-5,0
AZD6738,AZD5991,TOV-112D,1
AZD6738,AZD5991,TOV-21G,1
AZD6738,AZD5991,TT2609-C02,1
AZD6738,AZD5991,UACC-257,1
AZD6738,AZD5991,UACC-62,1
AZD6738,AZD5991,UACC-812,1
AZD6738,AZD5991,VMRC-RCZ,1
AZD6738,AZD5991,WM-115,1
AZD6738,AZD5991,WSU-DLCL2,1
AZD6738,AZD5991,ZR-75-30,1
AZD6738,AZD7648,42-MG-BA,0
AZD6738,AZD7648,5637,0
AZD6738,AZD7648,769-P,1
AZD6738,AZD7648,786-0,1
AZD6738,AZD7648,8-MG-BA,1
AZD6738,AZD7648,A172,0
AZD6738,AZD7648,A2058,1
AZD6738,AZD7648,A2780,1
AZD6738,AZD7648,AGS,1
AZD6738,AZD7648,ALL-SIL,1
AZD6738,AZD7648,AMO-1,0
AZD6738,AZD7648,B-CPAP,0
AZD6738,AZD7648,BFTC-905,1
AZD6738,AZD7648,BFTC-909,0
AZD6738,AZD7648,BT-474,1
AZD6738,AZD7648,BT-549,1
AZD6738,AZD7648,BV-173,0
AZD6738,AZD7648,C32,1
AZD6738,AZD7648,CA46,1
AZD6738,AZD7648,CADO-ES1,1
AZD6738,AZD7648,CAL-29,0
AZD6738,AZD7648,CAL-33,1
AZD6738,AZD7648,CAL-51,1
AZD6738,AZD7648,CAL-85-1,1
AZD6738,AZD7648,CAMA-1,0
AZD6738,AZD7648,CAS-1,1
AZD6738,AZD7648,CL-11,0
AZD6738,AZD7648,CML-T1,0
AZD6738,AZD7648,COLO-678,0
AZD6738,AZD7648,COR-L105,0
AZD6738,AZD7648,COR-L23,0
AZD6738,AZD7648,COR-L279,1
AZD6738,AZD7648,CW-2,1
AZD6738,AZD7648,Calu-3,1
AZD6738,AZD7648,Caov-3,1
AZD6738,AZD7648,DEL,1
AZD6738,AZD7648,DK-MG,1
AZD6738,AZD7648,DND-41,0
AZD6738,AZD7648,EBC-1,1
AZD6738,AZD7648,ECC10,1
AZD6738,AZD7648,EFM-19,1
AZD6738,AZD7648,EJM,1
AZD6738,AZD7648,EKVX,1
AZD6738,AZD7648,EN,0
AZD6738,AZD7648,G-361,1
AZD6738,AZD7648,G-401,0
AZD6738,AZD7648,G-402,1
AZD6738,AZD7648,GCIY,1
AZD6738,AZD7648,GCT,1
AZD6738,AZD7648,GI-1,1
AZD6738,AZD7648,HCC1143,0
AZD6738,AZD7648,HCC1187,1
AZD6738,AZD7648,HCC1395,1
AZD6738,AZD7648,HCC1954,1
AZD6738,AZD7648,HCC2157,0
AZD6738,AZD7648,HCC38,1
AZD6738,AZD7648,HH,1
AZD6738,AZD7648,HOP-92,1
AZD6738,AZD7648,HOS,1
AZD6738,AZD7648,HSC-3,0
AZD6738,AZD7648,HSC-4,0
AZD6738,AZD7648,HT-1080,0
AZD6738,AZD7648,HT-144,1
AZD6738,AZD7648,HT-29,1
AZD6738,AZD7648,HT55,1
AZD6738,AZD7648,IA-LM,1
AZD6738,AZD7648,IGR-1,1
AZD6738,AZD7648,IST-MES1,1
AZD6738,AZD7648,JHH-4,1
AZD6738,AZD7648,JHH-6,1
AZD6738,AZD7648,JHH-7,1
AZD6738,AZD7648,JVM-3,1
AZD6738,AZD7648,K-562,0
AZD6738,AZD7648,KALS-1,1
AZD6738,AZD7648,KARPAS-620,0
AZD6738,AZD7648,KCL-22,1
AZD6738,AZD7648,KE-37,1
AZD6738,AZD7648,KM-H2,1
AZD6738,AZD7648,KM12,1
AZD6738,AZD7648,KMRC-1,1
AZD6738,AZD7648,KNS-62,1
AZD6738,AZD7648,KOPN-8,0
AZD6738,AZD7648,KP-2,1
AZD6738,AZD7648,KURAMOCHI,0
AZD6738,AZD7648,KYM-1,1
AZD6738,AZD7648,KYSE-140,0
AZD6738,AZD7648,KYSE-410,1
AZD6738,AZD7648,KYSE-450,1
AZD6738,AZD7648,KYSE-520,1
AZD6738,AZD7648,L-363,1
AZD6738,AZD7648,L-428,0
AZD6738,AZD7648,LAMA-84,0
AZD6738,AZD7648,LK-2,1
AZD6738,AZD7648,LN-18,0
AZD6738,AZD7648,LOU-NH91,1
AZD6738,AZD7648,MDA-MB-231,1
AZD6738,AZD7648,MDA-MB-415,1
AZD6738,AZD7648,MDA-MB-436,1
AZD6738,AZD7648,MEG-01,0
AZD6738,AZD7648,MEL-JUSO,1
AZD6738,AZD7648,MES-SA,1
AZD6738,AZD7648,MFE-319,1
AZD6738,AZD7648,MG-63,1
AZD6738,AZD7648,MHH-ES-1,1
AZD6738,AZD7648,MOLT-13,0
AZD6738,AZD7648,MOLT-16,0
AZD6738,AZD7648,MOLT-4,1
AZD6738,AZD7648,NALM-6,0
AZD6738,AZD7648,NAMALWA,0
AZD6738,AZD7648,NCI-H1048,1
AZD6738,AZD7648,NCI-H1299,1
AZD6738,AZD7648,NCI-H1355,1
AZD6738,AZD7648,NCI-H1435,1
AZD6738,AZD7648,NCI-H1573,1
AZD6738,AZD7648,NCI-H1581,1
AZD6738,AZD7648,NCI-H1623,1
AZD6738,AZD7648,NCI-H1666,1
AZD6738,AZD7648,NCI-H1693,1
AZD6738,AZD7648,NCI-H1694,1
AZD6738,AZD7648,NCI-H1781,1
AZD6738,AZD7648,NCI-H1876,1
AZD6738,AZD7648,NCI-H1944,1
AZD6738,AZD7648,NCI-H1975,1
AZD6738,AZD7648,NCI-H2009,1
AZD6738,AZD7648,NCI-H2023,1
AZD6738,AZD7648,NCI-H2085,1
AZD6738,AZD7648,NCI-H2087,1
AZD6738,AZD7648,NCI-H209,0
AZD6738,AZD7648,NCI-H23,0
AZD6738,AZD7648,NCI-H2342,1
AZD6738,AZD7648,NCI-H2347,0
AZD6738,AZD7648,NCI-H28,1
AZD6738,AZD7648,NCI-H3122,1
AZD6738,AZD7648,NCI-H358,1
AZD6738,AZD7648,NCI-H522,1
AZD6738,AZD7648,NCI-H524,1
AZD6738,AZD7648,NCI-H526,1
AZD6738,AZD7648,NCI-H69,0
AZD6738,AZD7648,NCI-H716,1
AZD6738,AZD7648,NCI-H727,1
AZD6738,AZD7648,NCI-H82,0
AZD6738,AZD7648,NCI-N87,1
AZD6738,AZD7648,NMC-G1,1
AZD6738,AZD7648,NUGC-4,0
AZD6738,AZD7648,OCI-AML2,1
AZD6738,AZD7648,OCI-AML5,0
AZD6738,AZD7648,OE19,0
AZD6738,AZD7648,OE21,0
AZD6738,AZD7648,OE33,0
AZD6738,AZD7648,OVCAR-3,1
AZD6738,AZD7648,OVCAR-5,1
AZD6738,AZD7648,OVISE,1
AZD6738,AZD7648,PA-TU-8902,1
AZD6738,AZD7648,PA-TU-8988T,1
AZD6738,AZD7648,PC-14,1
AZD6738,AZD7648,RCC10RGB,1
AZD6738,AZD7648,RCM-1,1
AZD6738,AZD7648,RD,1
AZD6738,AZD7648,RERF-LC-Sq1,0
AZD6738,AZD7648,RH-18,1
AZD6738,AZD7648,RH-41,1
AZD6738,AZD7648,RL95-2,1
AZD6738,AZD7648,RMG-I,1
AZD6738,AZD7648,RPMI-7951,1
AZD6738,AZD7648,RT-112,1
AZD6738,AZD7648,RT4,1
AZD6738,AZD7648,RVH-421,1
AZD6738,AZD7648,SCC-15,1
AZD6738,AZD7648,SCC-9,1
AZD6738,AZD7648,SF268,1
AZD6738,AZD7648,SIMA,1
AZD6738,AZD7648,SJSA-1,1
AZD6738,AZD7648,SK-CO-1,1
AZD6738,AZD7648,SK-LMS-1,1
AZD6738,AZD7648,SK-MEL-1,0
AZD6738,AZD7648,SK-MEL-24,1
AZD6738,AZD7648,SK-N-DZ,0
AZD6738,AZD7648,SK-N-SH,1
AZD6738,AZD7648,SK-OV-3,1
AZD6738,AZD7648,SNG-M,0
AZD6738,AZD7648,SNU-175,0
AZD6738,AZD7648,SNU-423,1
AZD6738,AZD7648,SNU-61,1
AZD6738,AZD7648,SNU-C1,0
AZD6738,AZD7648,SNU-C5,1
AZD6738,AZD7648,SU-DHL-10,0
AZD6738,AZD7648,SU-DHL-5,1
AZD6738,AZD7648,SU-DHL-6,0
AZD6738,AZD7648,SUP-B15,0
AZD6738,AZD7648,SUP-M2,1
AZD6738,AZD7648,SUP-T1,1
AZD6738,AZD7648,SW1463,1
AZD6738,AZD7648,SW620,1
AZD6738,AZD7648,SW948,0
AZD6738,AZD7648,T98G,1
AZD6738,AZD7648,TC-71,1
AZD6738,AZD7648,TCCSUP,1
AZD6738,AZD7648,TE-4,1
AZD6738,AZD7648,TE-6,1
AZD6738,AZD7648,TE-9,1
AZD6738,AZD7648,TOV-21G,1
AZD6738,AZD7648,TT,1
AZD6738,AZD7648,U251,1
AZD6738,AZD7648,UACC-812,1
AZD6738,AZD7648,UM-UC-3,1
AZD6738,AZD7648,VCaP,1
AZD6738,AZD7648,YAPC,1
AZD6738,AZD7648,YH-13,1
AZD6738,AZD7648,huH-1,1
AZD6738,Capivasertib,A498,1
AZD6738,Capivasertib,BL-41,0
AZD6738,Capivasertib,BT-474,1
AZD6738,Capivasertib,C32,0
AZD6738,Capivasertib,CA46,1
AZD6738,Capivasertib,CADO-ES1,0
AZD6738,Capivasertib,CCRF-CEM,1
AZD6738,Capivasertib,CML-T1,0
AZD6738,Capivasertib,COLO-678,0
AZD6738,Capivasertib,COR-L88,0
AZD6738,Capivasertib,COR-L95,0
AZD6738,Capivasertib,Calu-3,0
AZD6738,Capivasertib,DBTRG-05MG,1
AZD6738,Capivasertib,DEL,1
AZD6738,Capivasertib,DND-41,0
AZD6738,Capivasertib,EFM-192A,0
AZD6738,Capivasertib,EJM,1
AZD6738,Capivasertib,EM-2,0
AZD6738,Capivasertib,GCIY,0
AZD6738,Capivasertib,GCT,0
AZD6738,Capivasertib,H4,0
AZD6738,Capivasertib,HCC1143,0
AZD6738,Capivasertib,HCC1395,0
AZD6738,Capivasertib,HCC1500,1
AZD6738,Capivasertib,HL-60,0
AZD6738,Capivasertib,HOS,0
AZD6738,Capivasertib,HT-1080,0
AZD6738,Capivasertib,HeLa,0
AZD6738,Capivasertib,IA-LM,1
AZD6738,Capivasertib,IGR-37,1
AZD6738,Capivasertib,JURL-MK1,1
AZD6738,Capivasertib,KCL-22,1
AZD6738,Capivasertib,KELLY,1
AZD6738,Capivasertib,KMS-12-BM,1
AZD6738,Capivasertib,KP-2,0
AZD6738,Capivasertib,KU812,1
AZD6738,Capivasertib,KYSE-180,0
AZD6738,Capivasertib,KYSE-270,0
AZD6738,Capivasertib,KYSE-70,0
AZD6738,Capivasertib,LCLC-103H,0
AZD6738,Capivasertib,LK-2,0
AZD6738,Capivasertib,LXF-289,0
AZD6738,Capivasertib,MDA-MB-361,0
AZD6738,Capivasertib,MDA-MB-436,0
AZD6738,Capivasertib,MDA-MB-453,0
AZD6738,Capivasertib,MFE-280,0
AZD6738,Capivasertib,MFE-319,0
AZD6738,Capivasertib,MG-63,0
AZD6738,Capivasertib,MOLT-13,0
AZD6738,Capivasertib,MOLT-4,1
AZD6738,Capivasertib,MV-4-11,0
AZD6738,Capivasertib,NCI-H1648,0
AZD6738,Capivasertib,NCI-H1650,0
AZD6738,Capivasertib,NCI-H1651,0
AZD6738,Capivasertib,NCI-H1876,1
AZD6738,Capivasertib,NCI-H1915,0
AZD6738,Capivasertib,NCI-H2023,1
AZD6738,Capivasertib,NCI-H2122,0
AZD6738,Capivasertib,NCI-H226,0
AZD6738,Capivasertib,NCI-H2342,0
AZD6738,Capivasertib,NCI-H322M,0
AZD6738,Capivasertib,NCI-H358,0
AZD6738,Capivasertib,NCI-H522,0
AZD6738,Capivasertib,NUGC-4,0
AZD6738,Capivasertib,OCI-AML2,0
AZD6738,Capivasertib,OCI-M1,1
AZD6738,Capivasertib,OVCAR-8,0
AZD6738,Capivasertib,OVKATE,0
AZD6738,Capivasertib,P12-ICHIKAWA,1
AZD6738,Capivasertib,RCC10RGB,0
AZD6738,Capivasertib,RCM-1,0
